Feature1,Feature2,Cluster
2.9264065239232604,-2.3643484732716367,1
-1.9786919070963136,-10.410367287965993,0
-1.9577775344879664,-10.920914390180792,0
-1.0737190340878366,-3.886298491377061,2
0.8945406170814283,-3.8446646342731685,2
1.7186028169312415,-1.653026606779493,1
-1.381153126492071,-1.2350322123537916,1
-2.157137390311797,-5.481111042211242,2
-1.5841883959612404,-6.8961804953776245,0
-1.463358530939506,-8.461620634072936,0
-0.4075958972373783,-0.9860266209372017,1
-0.6699578707532674,-9.057978462999301,0
-0.06811618635665528,-1.4020689715534473,1
1.0258150268866744,-2.9341123724393046,1
2.8241962145588113,-0.35337615489673413,1
-0.777220540001882,-10.726763450049406,0
-1.4282491483372266,-7.980038448185596,0
-1.2385625641615214,-10.599400808555691,0
-1.029939071134844,-3.9753743373767394,2
-2.338054176022264,-10.390482978369024,0
0.2194415688783129,-5.449569320659556,2
-2.5316429559890943,-2.764527772722867,2
-2.411543158366788,-3.7259428447699663,2
0.30428828530203744,-4.022382730721024,2
-1.0996921502483785,-8.928311089284362,0
-2.535529175505783,-8.543311692168029,0
1.9251369154664948,0.17477998508518633,1
2.0214344567303266,-2.015431873744366,1
-0.07381756620914026,-1.9464832927727418,1
-1.5562814494106627,-9.99835925717476,0
-0.20175033735070058,-1.7814826918263278,1
0.6217304332183748,1.8674138219114207,1
-1.0986080873149626,-1.8470259340548738,2
-1.605151585541711,-10.041709869679972,0
-1.5713831084407925,-2.4823860650577747,2
-2.1365273396200495,-3.209001840524159,2
-0.030265427223847396,-1.7417269709788314,1
0.18757605341348804,-9.817152701966021,0
-0.10657045866497139,-11.825078554442136,0
-2.0279729064537872,-9.472450112468849,0
-0.4031158213458863,-3.3721020320653974,2
1.7823092061564965,-2.9152259506157936,1
0.5124908952383591,-9.91048868195202,0
-2.1873664571692886,-3.7081154226338313,2
-0.4553989517229432,-8.23326244284514,0
-2.4311049013010733,-9.907997834297444,0
1.8640903221823921,-0.7007453508533382,1
0.9110041825410525,-1.59821873248412,1
-0.6687611775862075,-9.433504771573986,0
-1.39638106416856,-4.2691999499374695,2
0.8042055061084307,-1.7428807483507873,1
1.657470970969813,-0.5586674798935111,1
1.7793956273974707,-1.0993834519762347,1
0.9856484191608872,-2.227382809051356,1
-3.0180614615444927,-8.440651410051444,0
1.8131346741085663,-1.9246708302195592,1
-2.427081348794334,-4.0510220270300525,2
-2.340900993490357,-8.889808842714494,0
-1.3457864497834118,-4.862079379209799,2
-2.680805527051487,-4.151159133141985,2
2.63516419504613,-0.9818544409722421,1
0.1432540548591169,-2.145893944322881,1
-2.250412320699138,-4.644751986236845,2
-1.8076940899252674,-4.468332143857259,2
0.3397081135396365,0.1152818363280117,1
-1.4414467829332889,-2.628234098960048,2
0.20550001725488232,-0.8687984753591717,1
-1.3859540608687193,-3.464179935880749,2
1.579453655294949,-1.3139394394065425,1
1.1848232041819609,-1.9557611594287119,1
-1.4061224382642066,-3.5517328041109577,2
-2.158209850400267,-9.637909533826797,0
1.3697954686082239,-1.4290319119376451,1
1.700842423615122,-1.1794982697071041,1
-1.2934332886275488,-2.714036401898511,2
-0.8835817984732162,-9.796092799098105,0
1.830865351540204,-1.425234550886307,1
1.8230386034592911,-0.9574861959846046,1
-3.122035313746437,-3.7012913166707766,2
-0.11858046641915188,-9.095397315838579,0
-1.015734240444037,-2.6754978847962914,2
0.6809788879155392,0.8511259414765742,1
0.8182527138394229,-2.730695579865243,1
-1.7751415815258984,-5.221569919436427,2
1.545913253178382,-2.1339951601259597,1
1.1143551391525115,-2.1403808995763565,1
-2.3788409041559815,-7.896988307046497,0
-2.1092372461747035,-9.393765145033843,0
-0.17095867579827684,-11.246393091717929,0
2.6143425352472884,-0.5808688741549649,1
-2.502709600872773,-2.2168493872393213,2
-0.2876456203684876,-0.9837058702497117,1
-2.902914487198035,-3.0298696080429304,2
1.173316242509396,-1.36048319163098,1
-1.6557713802389185,-9.555946126336154,0
-3.32042500588864,-9.435219840300476,0
1.1390896307180043,-1.6936582041116213,1
0.689895681297493,-3.889082428137012,2
1.593069987032405,-0.7441676821752932,1
-1.3945232541900454,-9.979649557363933,0
-1.923319801737797,-3.1060953777624367,2
-0.9889724976475923,-3.472917031944514,2
-2.205395515916789,-4.786745596923593,2
-0.16221522370908303,-9.7557174523057,0
-2.9219904007547406,-4.138899994175137,2
0.15873435018870474,-2.290511834708641,1
-1.6189239231891213,-9.717659394294776,0
0.30937326505031715,-3.9736866179772363,2
-1.6858418245763067,-3.257672163866446,2
1.3203165955929197,-2.7489115926127115,1
-0.8096238709099811,-3.80036662673633,2
1.078613990996833,-0.6282178697122363,1
-1.610304638240669,-3.157262657008269,2
-2.7000826845258565,-3.5695897211756162,2
0.4403001180109607,-0.9940253344543046,1
-3.714869533680969,-9.368748858625525,0
2.6084258260858206,-0.867945936541132,1
-0.8571544162172935,-0.9630640836355427,1
-1.937267628932096,-5.395382813069274,2
-1.9333522249519604,-8.639019081870833,0
1.8084555990115594,-3.3684745127972313,1
0.38115480740637264,-1.644814608727236,1
-1.0738078313387462,-3.0288555747761925,2
-1.512208574500212,0.5324423095002062,1
-0.13265422312322306,-0.8050554816960427,1
-0.7208178535218501,-1.3701917116318318,1
-1.7470539206083338,-5.142592383734799,2
-1.7760206933067508,-4.553110476199126,2
2.3770305924435853,-1.145202904232977,1
1.5065010018835159,-1.6283962730921815,1
-0.5158143087200331,-2.955893348061725,2
0.820178392348708,-1.6888985488012713,1
-1.2894095253414875,-4.2231784246329225,2
-2.236388858407033,-5.40208810736993,2
-2.826776568424341,-11.564127299187124,0
-0.3763891150520855,1.3767850971652313,1
-0.16344961294395866,-0.05951746626988785,1
1.706774005275303,1.2361827265789844,1
-1.661618438925011,-9.41498635429603,0
-1.3363355666729895,-2.625678497417389,2
-3.509274477259341,-5.62064487221998,2
-0.3193200123166967,-8.723105016275404,0
-3.093684048057754,-5.90874303606671,2
-2.6989125083084593,-9.733249481811997,0
-1.734329811876035,-8.967104645976725,0
-0.6589507336673979,-1.9692139366352932,1
1.7408484993534508,-1.5264491486832399,1
-1.030114381433671,-1.0255795711558315,1
0.2516583591570314,-11.46732113723482,0
1.9996434439514745,-8.510614043401901,0
-1.6445810487725834,-10.357454841107568,0
-1.7421073053133052,-9.130586869354428,0
-0.7782447503786115,-10.325689067272036,0
1.1032005703949412,-3.2070753659315483,1
-2.486253167330324,-2.641401224752184,2
-0.24707289123230347,-9.81047779814288,0
-1.803916649679227,-5.051038324355745,2
-1.9147812623392872,-8.973079120758742,0
-0.48092196212490945,-8.218861700117353,0
2.038727545212688,0.07546387676650546,1
0.29507855999129007,-1.0536009493615766,1
0.7845459284616683,-1.155934156329502,1
-1.301409948249575,-3.5906345280472443,2
-0.5839039775484942,-8.784059091165243,0
-0.6172497009367801,-0.7936123836644153,1
-0.41050375961497987,-10.568565938284616,0
-2.390992687300024,-3.3876457827910986,2
-0.45064352654653095,-8.850853396165054,0
-2.455175044376866,-5.136176484165036,2
1.4092713066419456,-1.3513994102763631,1
-0.9150484407190842,-8.707393330037474,0
-0.7286479126135005,-7.189267350627216,0
-1.7484482167181568,-10.736195670555029,0
-0.8131639038767215,-2.3667056293574724,2
1.2703362787197352,-10.95464861124206,0
2.4902013470966686,-2.824663255226903,1
-1.6036820272364487,-9.057650655576293,0
0.9910431121645211,-1.4328440304030887,1
0.08713346676719969,-8.263589730385883,0
-2.607107021770383,-4.508567542960139,2
-0.741043636579136,-10.077635063248641,0
0.8335254274527965,-0.744605587811844,1
-0.9209686253661202,-8.859254948974241,0
-1.0386623283182326,-8.984049714517436,0
-2.4369521988657508,-3.9531236928504017,2
-1.4695712218723056,-9.55869402879513,0
-1.0758939782458128,-8.074779121780804,0
-1.2094394947901546,-3.810297728797841,2
-2.182348025230427,-10.072447638911619,0
1.5559186357035406,-1.4580672049279184,1
1.705310785000036,-3.0942681884203846,1
-0.782161808793104,-9.354971188135668,0
-1.917756969644226,-10.669087649827459,0
-1.6059837096010896,-4.161626829515842,2
-1.6994184393126137,-9.613804261878917,0
0.3901087654161913,-1.2515945184374695,1
-2.3015166876819912,-9.049079662462567,0
-0.46816109755774526,-4.891143385430136,2
0.8898973892735078,-0.44520158073610583,1
2.828590666645276,-8.660354486130263,0
-2.441309959350882,-3.0617639318156273,2
-1.6580536385892948,-2.6271876763874222,2
-0.2797360706092298,-9.862567880957524,0
0.7298614805236947,-1.970912639377537,1
-2.675573515447314,-4.349929099987452,2
2.0790559615962794,-0.3913727521938729,1
-1.2773678764103797,-1.5270953746595037,2
2.1038948378883076,-1.6668909605709306,1
-1.165626500694744,-2.986315830810418,2
-2.575399624783091,-1.3066208524247487,2
-0.5281371079450442,-10.475236346560765,0
-0.7720796260193932,-3.8824605811831425,2
0.7337469428709631,-4.027356707558973,2
-2.117535625370417,-3.9831122633380946,2
-4.112223254619098,-2.0021411525031363,2
-2.193164363659541,-1.7784303428592592,2
-3.4964651011931505,-4.591443958239595,2
-1.3196721968535305,-9.155471930055192,0
0.5132644460415319,-2.3132012471103924,1
-2.3875164028131546,-3.7985898467417476,2
-1.9306161076146517,-3.0500908477259694,2
-0.6785861434927251,-9.477815872727705,0
-0.5849823521129334,-11.514941909564786,0
0.4218679496909402,-1.0011200803045273,1
-0.16767692419821367,-3.8401614766932615,2
1.3291579526835426,0.6108237615457901,1
0.8260807832238029,-1.8701630779194975,1
-1.4748474084948875,-3.9299888887600294,2
2.0119666044672906,1.0088261409078871,1
-1.1552783107740803,-8.724973220389622,0
